City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
454,Eenhana,NA,-17.4667,16.3333,84.25,21,86,10.16,overcast clouds
455,Ballinrobe,IE,53.6333,-9.2333,59.11,69,100,3.44,overcast clouds
456,Bilma,NE,18.6853,12.9164,103.87,9,18,12.08,few clouds
457,Dudinka,RU,69.4058,86.1778,24.62,97,59,2.91,broken clouds
458,Dakar,SN,14.6937,-17.4441,72.01,78,32,10.4,scattered clouds
459,Bonthe,SL,7.5264,-12.505,85.62,67,100,6.85,overcast clouds
460,Fenoarivo,MG,-18.933,47.4354,73.47,60,20,12.66,few clouds
461,Pujehun,SL,7.3581,-11.7208,91.78,53,98,6.46,overcast clouds
462,Mawlaik,MM,23.6333,94.4167,73.54,82,62,1.07,broken clouds
463,Hirara,JP,24.8,125.2833,69.1,79,100,23.87,light rain
464,Puerto Escondido,MX,15.85,-97.0667,82.53,68,98,0.27,overcast clouds
465,Paramonga,PE,-10.6667,-77.8333,66.51,82,99,6.93,overcast clouds
466,Ratnagiri,IN,16.9833,73.3,84.79,76,0,9.17,clear sky
467,Preston,GB,53.7667,-2.7167,61.63,79,100,1.01,overcast clouds
468,Bundaberg,AU,-24.85,152.35,68.29,81,75,8.05,broken clouds
469,Deputatskiy,RU,69.3,139.9,21.42,97,100,4.09,light snow
470,Illapel,CL,-31.6308,-71.1653,65.21,47,0,2.89,clear sky
471,Shiyan,CN,32.6475,110.7781,61.5,44,2,6.17,clear sky
472,Mecca,SA,21.4267,39.8261,97.88,17,0,16.13,clear sky
473,Lechinta,RO,47.0167,24.35,64.76,48,88,1.52,overcast clouds
474,Asfi,MA,32.2994,-9.2372,65.93,69,2,19.8,clear sky
475,Ternate,ID,0.8,127.4,82.45,78,25,4.59,scattered clouds
476,Conde,BR,-7.2597,-34.9075,80.06,89,75,11.5,broken clouds
477,Alice Springs,AU,-23.7,133.8833,69.35,43,100,9.22,overcast clouds
478,Alzamay,RU,55.5562,98.6644,61.41,55,100,11.03,overcast clouds
479,Shambu,ET,9.5667,37.1,65.16,53,70,5.3,broken clouds
480,Gizo,SB,-8.103,156.8419,81.91,75,50,3.31,light rain
481,Camalu,MX,30.85,-116.0667,57.88,85,58,0.98,broken clouds
482,San Lorenzo,PY,-25.3333,-57.5333,68.94,100,100,8.05,overcast clouds
483,Jambi,ID,-1.6,103.6167,76.48,96,100,3.36,overcast clouds
484,Kayanza,BI,-3.0667,29.6667,65.32,89,100,1.21,moderate rain
485,Cabedelo,BR,-6.9811,-34.8339,81.27,77,73,14.5,broken clouds
486,Lavrentiya,RU,65.5833,-171.0,3.38,92,35,7.74,scattered clouds
487,Molepolole,BW,-24.4066,25.4951,71.74,34,0,8.23,clear sky
488,Isla Vista,US,34.4133,-119.861,59.34,68,20,0.0,haze
489,Carroll,US,39.5501,-77.0164,62.87,87,100,3.44,mist
490,Srednekolymsk,RU,67.45,153.6833,30.09,88,100,1.9,overcast clouds
491,Plettenberg Bay,ZA,-34.0527,23.3716,68.2,65,100,7.0,overcast clouds
492,Guerrero Negro,MX,27.9769,-114.0611,58.51,81,9,11.3,clear sky
493,Kaeo,NZ,-35.1,173.7833,58.66,86,99,4.88,overcast clouds
494,Klaksvik,FO,62.2266,-6.589,41.92,63,95,13.56,overcast clouds
495,Mercedes,AR,-34.6515,-59.4307,55.63,65,97,8.84,overcast clouds
496,Ancud,CL,-41.8697,-73.8203,49.23,81,11,1.61,few clouds
497,Suraabad,AZ,40.8192,49.4687,59.23,72,94,14.79,overcast clouds
498,Nantucket,US,41.2835,-70.0995,53.71,75,0,12.66,clear sky
499,Shenzhen,CN,22.5455,114.0683,69.75,90,100,9.35,overcast clouds
500,Ponta Delgada,PT,37.7333,-25.6667,65.12,68,75,10.36,broken clouds
501,Pochinki,RU,54.6988,44.8668,53.76,48,99,10.98,overcast clouds
502,Srivardhan,IN,18.0333,73.0167,84.65,79,0,10.25,clear sky
503,Caraballeda,VE,10.6112,-66.8522,88.86,56,0,9.78,clear sky
504,Limon,CR,10.0,-83.0333,76.89,88,75,0.0,broken clouds
505,Bonavista,CA,48.6499,-53.1147,37.63,96,100,10.27,overcast clouds
506,Pitimbu,BR,-7.4706,-34.8086,81.19,76,80,13.09,broken clouds
507,Ahipara,NZ,-35.1667,173.1667,57.96,87,100,6.06,overcast clouds
508,Murgab,TM,37.4966,61.9714,82.27,34,0,13.8,clear sky
509,Tagab,AF,34.855,69.6492,71.33,49,92,5.39,overcast clouds
510,Charters Towers,AU,-20.1,146.2667,68.9,85,24,9.17,few clouds
511,Nishihara,JP,26.1842,127.7558,63.68,86,100,6.91,moderate rain
512,Bardiyah,LY,31.7561,25.0865,73.63,58,94,9.89,overcast clouds
513,Tazovskiy,RU,67.4667,78.7,12.67,92,49,3.04,scattered clouds
514,Tagusao,PH,9.1924,117.8141,80.73,81,100,4.14,overcast clouds
515,Bamnet Narong,TH,15.4992,101.6897,74.08,65,99,13.44,overcast clouds
516,Kletnya,RU,53.3897,33.2171,54.64,72,96,10.25,overcast clouds
517,Kirillov,RU,59.863,38.3813,48.24,62,100,8.72,light rain
518,Iracoubo,GF,5.4802,-53.2011,81.28,76,44,9.98,scattered clouds
519,Tieli,CN,46.95,128.05,45.59,69,100,8.68,overcast clouds
520,Namatanai,PG,-3.6667,152.4333,79.88,82,98,4.03,moderate rain
521,San Vicente,AR,-26.6167,-54.1333,72.5,74,97,4.38,moderate rain
522,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,71,0,13.8,clear sky
523,Sembe,CG,1.6481,14.5806,81.43,81,81,2.53,moderate rain
524,Yalutorovsk,RU,56.6536,66.3006,46.58,33,63,9.22,broken clouds
525,Daru,PG,-9.0763,143.2092,79.43,86,48,11.88,scattered clouds
526,Asilah,MA,35.465,-6.0348,66.16,71,0,13.89,clear sky
527,Anloga,GH,5.7947,0.8973,85.64,71,21,13.47,few clouds
528,Opuwo,NA,-18.0607,13.84,84.58,22,9,10.4,clear sky
529,Puro,PH,12.4841,123.3827,81.57,77,100,8.01,overcast clouds
530,Tabas,IR,33.5959,56.9244,85.03,21,26,12.24,scattered clouds
531,Pangnirtung,CA,66.1451,-65.7125,24.8,68,100,6.91,light snow
532,Shumskiy,RU,54.8318,99.1328,59.86,47,100,4.92,overcast clouds
533,Kurchum,KZ,48.5722,83.6542,57.52,80,43,5.91,scattered clouds
534,Bogovarovo,RU,58.9785,47.0246,47.64,52,94,6.64,light rain
535,Ridgecrest,US,35.6225,-117.6709,58.68,34,0,12.66,clear sky
536,Matara,LK,5.9485,80.5353,81.9,83,100,9.91,overcast clouds
537,Villeneuve-Sur-Lot,FR,44.5,0.6667,68.72,56,98,4.7,overcast clouds
538,Yulara,AU,-25.2406,130.9889,62.44,67,40,4.61,scattered clouds
539,Bayangol,RU,50.6977,103.4656,53.91,26,87,3.96,overcast clouds
540,Nemuro,JP,43.3236,145.575,39.07,92,2,7.63,clear sky
541,Dalmine,IT,45.6493,9.604,73.02,49,40,6.91,scattered clouds
542,Tilichiki,RU,60.4667,166.1,11.32,97,44,5.93,scattered clouds
543,Kalnibolotskaya,RU,46.0058,40.4568,45.73,93,100,12.33,overcast clouds
544,Xam Nua,LA,20.4197,104.0439,59.86,86,94,2.95,overcast clouds
545,Maraa,BR,-1.8333,-65.3667,80.31,82,88,1.12,overcast clouds
546,Linares,CL,-35.85,-71.6,50.4,75,20,6.51,few clouds
547,Matagami,CA,49.7502,-77.6328,51.91,50,0,11.5,clear sky
548,Ballina,AU,-28.8667,153.5667,62.56,88,40,9.22,scattered clouds
549,Vientiane,LA,17.9667,102.6,73.9,83,90,5.06,overcast clouds
550,Ovalle,CL,-30.5983,-71.2003,64.98,48,0,1.77,clear sky
551,Shitanjing,CN,39.2342,106.3439,57.7,12,0,4.32,clear sky
552,Dawlatabad,AF,36.4141,64.9053,75.16,53,100,6.55,overcast clouds
553,Mosetse,BW,-20.75,26.65,77.13,22,0,14.99,clear sky
554,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,80.4,83,40,2.3,scattered clouds
555,Puerto Penasco,MX,31.3167,-113.5333,69.91,78,0,15.99,clear sky
556,Hokitika,NZ,-42.7167,170.9667,58.68,90,99,6.06,overcast clouds
557,Shizunai,JP,42.3339,142.3669,42.03,86,27,11.95,scattered clouds
558,Wagar,SD,16.1525,36.2032,106.66,11,7,10.67,clear sky
559,Tessalit,ML,20.1986,1.0114,93.07,9,0,13.67,clear sky
560,Elyakhin,IL,32.4079,34.9243,78.08,62,100,13.09,overcast clouds
561,Weiser,US,44.251,-116.9693,46.87,84,58,3.87,broken clouds
562,Amapa,BR,1.0,-52.0,78.42,84,100,3.04,overcast clouds
563,Madaba,JO,31.5833,35.6667,82.56,27,66,3.29,broken clouds
564,Gonaives,HT,19.45,-72.6833,85.26,54,51,1.59,broken clouds
565,Playas,EC,-2.6333,-80.3833,74.34,82,100,4.27,overcast clouds
566,Lubumbashi,CD,-11.6609,27.4794,71.11,63,95,5.91,overcast clouds
567,Foca,TR,38.6703,26.7566,67.84,70,100,0.6,overcast clouds
568,Coquimbo,CL,-29.9533,-71.3436,53.33,93,100,1.14,overcast clouds
569,Kununurra,AU,-15.7667,128.7333,73.38,78,0,0.0,clear sky
570,Gunjur,GM,13.2019,-16.7339,86.07,54,54,8.05,broken clouds
571,Rennes,FR,48.1667,-1.6667,64.44,48,100,8.05,overcast clouds
572,Maple Creek,CA,49.9168,-109.4848,46.45,57,61,19.57,broken clouds
573,Singaraja,ID,-8.112,115.0882,81.1,82,100,1.83,overcast clouds
574,Katangli,RU,51.7102,143.2326,31.19,97,100,11.77,overcast clouds
575,Davila,PH,18.4726,120.5763,81.3,78,98,8.5,overcast clouds
576,Hobyo,SO,5.3505,48.5268,87.44,65,100,17.81,light rain
577,Bubaque,GW,11.2833,-15.8333,78.24,68,95,10.0,overcast clouds
578,Honningsvag,NO,70.9821,25.9704,29.95,80,100,26.46,light snow
579,Igrim,RU,63.1906,64.4162,33.8,83,99,4.12,light snow
580,Luocheng,CN,29.3848,104.0286,62.55,58,100,1.99,overcast clouds
581,Sambava,MG,-14.2667,50.1667,80.15,73,10,9.53,clear sky
582,Kikwit,CD,-5.041,18.8162,85.75,55,59,3.58,broken clouds
583,Udachnyy,RU,66.4167,112.4,20.17,91,29,7.94,scattered clouds
584,Shache,CN,38.4167,77.2406,75.07,12,81,9.06,broken clouds
585,Nakamura,JP,32.9833,132.9333,50.99,72,39,4.14,scattered clouds
586,Char Bhadrasan,BD,23.3167,90.2167,76.57,81,100,19.06,overcast clouds
587,Ternova,UA,50.1849,36.6757,57.0,44,69,1.92,broken clouds
588,Kutum,SD,14.2,24.6667,97.81,6,3,16.75,clear sky
589,Los Negros,BO,-17.7333,-63.4333,78.35,74,96,2.17,overcast clouds
590,Tabory,RU,58.5198,64.5495,43.57,43,89,4.38,overcast clouds
591,Necochea,AR,-38.5473,-58.7368,52.66,53,100,5.41,overcast clouds
592,Rusii Munti,RO,46.9167,24.85,64.29,59,54,1.48,broken clouds
593,Xacmaz,AZ,41.4635,48.806,62.46,57,70,10.47,broken clouds
594,Abu Samrah,SY,35.3029,37.1841,80.67,29,71,15.75,broken clouds
595,Diffa,NE,13.3154,12.6113,108.84,10,53,4.76,broken clouds
596,Codrington,AU,-38.2667,141.9667,56.59,73,41,9.1,scattered clouds
597,Krasnokamensk,RU,50.0979,118.0369,56.41,51,100,3.89,overcast clouds
598,Ngunguru,NZ,-35.6167,174.5,62.24,79,90,7.47,overcast clouds
599,Acopiara,BR,-6.0953,-39.4525,87.62,47,18,7.07,few clouds
600,Champerico,GT,14.3,-91.9167,81.14,75,100,5.17,overcast clouds
601,Doba,TD,8.65,16.85,106.03,16,83,3.85,broken clouds
602,Dutlwe,BW,-23.9833,23.9,75.96,27,0,9.53,clear sky
603,Marystown,CA,47.1666,-55.1483,42.1,87,100,8.5,overcast clouds
604,Raudeberg,NO,61.9875,5.1352,43.86,83,98,15.3,overcast clouds
605,Turukhansk,RU,65.8167,87.9833,30.36,86,96,7.58,overcast clouds
606,Junction City,US,39.0286,-96.8314,52.39,79,100,17.27,light intensity drizzle
607,Spasskoye,RU,44.6108,132.7969,43.36,85,100,6.76,moderate rain
608,Gorodishche,RU,48.8045,44.4744,54.48,26,0,11.18,clear sky
609,Kulu,TR,39.0951,33.0799,64.09,36,100,4.81,overcast clouds
610,Saint-Pierre,RE,-21.3393,55.4781,80.28,73,0,9.22,clear sky
611,Slave Lake,CA,55.2834,-114.769,35.58,93,100,5.75,overcast clouds
612,Boo,SE,59.3333,18.2833,59.99,41,0,20.71,clear sky
613,Gambela,ET,8.25,34.5833,75.43,85,83,5.14,heavy intensity rain
614,Anju,KP,39.6178,125.6647,48.04,62,4,4.63,clear sky
615,Fasa,IR,28.9383,53.6482,85.24,6,0,19.57,sand
616,Sompeta,IN,18.9333,84.6,82.99,68,100,11.68,overcast clouds
617,Sabha,LY,27.0377,14.4283,80.42,18,39,9.06,scattered clouds
618,Arkhara,RU,49.4212,130.0842,45.45,71,100,2.35,overcast clouds
619,Gat,IL,31.61,34.7642,83.39,44,100,11.81,overcast clouds
620,Awjilah,LY,29.1081,21.2869,79.56,35,0,29.08,clear sky
621,Yanam,IN,16.7333,82.2167,81.57,85,12,4.76,few clouds
622,Manokwari,ID,-0.8667,134.0833,79.57,80,98,2.53,overcast clouds
623,Salvador,SV,13.8333,-88.9167,78.04,75,98,1.59,overcast clouds
624,Ust-Kut,RU,56.7938,105.7672,36.01,82,100,7.56,overcast clouds
625,Ossora,RU,59.2353,163.0719,19.27,95,51,4.65,broken clouds
626,Nizhniy Baskunchak,RU,48.2198,46.8311,55.18,30,100,8.3,overcast clouds
627,Chicama,PE,-7.8447,-79.1469,61.34,70,54,5.32,broken clouds
628,Tabuk,PH,17.4189,121.4443,75.69,89,100,3.24,overcast clouds
629,Jumla,NP,29.2747,82.1838,58.12,78,94,4.12,overcast clouds
630,Mutata,CO,7.2441,-76.4356,82.65,78,82,1.61,broken clouds
631,Bien Hoa,VN,10.95,106.8167,82.38,83,100,6.22,overcast clouds
632,Alampur,IN,15.8833,78.15,101.86,17,99,9.75,overcast clouds
633,Saint-Louis,SN,16.3333,-15.0,105.12,8,100,7.67,overcast clouds
634,Mvuma,ZW,-19.2792,30.5283,61.97,60,86,11.95,overcast clouds
635,Tahe,CN,52.3333,124.7333,37.83,78,100,8.75,overcast clouds
636,Rundu,NA,-17.9333,19.7667,79.63,29,96,11.99,overcast clouds
637,Jinchang,CN,38.4953,102.1739,60.15,15,0,4.18,clear sky
638,New Iberia,US,30.0035,-91.8187,76.98,94,20,8.05,mist
639,Olavarria,AR,-36.8927,-60.3225,48.02,70,100,6.33,overcast clouds
640,Hami,CN,42.8,93.45,72.01,7,6,5.84,clear sky
641,Marrakesh,MA,31.6315,-8.0083,78.87,34,0,5.75,clear sky
642,Guozhen,CN,34.3659,107.359,60.44,31,0,3.85,clear sky
643,Kaseda,JP,31.4167,130.3167,62.24,63,89,11.45,overcast clouds
644,Mubi,NG,10.2676,13.2644,100.76,22,63,6.98,broken clouds
645,Tautira,PF,-17.7333,-149.15,79.29,76,89,4.36,overcast clouds
646,Sungaipenuh,ID,-2.0833,101.3833,66.15,96,94,1.05,overcast clouds
647,Inirida,CO,3.8653,-67.9239,85.28,64,55,2.37,broken clouds
648,Vigrestad,NO,58.5667,5.7,49.59,87,100,18.79,overcast clouds
649,Fairhope,US,30.523,-87.9033,77.76,70,40,8.05,scattered clouds
650,Emerald,AU,-23.5333,148.1667,68.14,83,40,5.75,scattered clouds
651,Faanui,PF,-16.4833,-151.75,80.76,74,100,8.41,overcast clouds
652,Montevideo,UY,-34.8335,-56.1674,57.81,56,75,13.8,broken clouds
653,General Roca,AR,-39.0333,-67.5833,53.78,47,11,3.18,few clouds
654,Maniitsoq,GL,65.4167,-52.9,27.27,74,98,2.95,overcast clouds
655,Pontian Kecil,MY,1.4801,103.3899,84.52,82,99,3.56,overcast clouds
656,Cururupu,BR,-1.8283,-44.8683,86.32,63,100,5.57,heavy intensity rain
657,Kummersbruck,DE,49.4192,11.8883,66.51,61,55,4.85,broken clouds
658,Lianzhou,CN,24.7811,112.3825,58.73,81,61,2.8,broken clouds
659,Leonidovo,RU,49.2833,142.8667,31.28,99,100,9.46,snow
660,Moose Factory,CA,51.2585,-80.6094,50.0,66,100,6.91,overcast clouds
661,Staryy Nadym,RU,65.6118,72.6842,26.67,82,100,4.81,overcast clouds
662,Sechura,PE,-5.5569,-80.8222,71.33,69,99,9.15,overcast clouds
663,Chara,RU,56.9064,118.2631,25.63,78,95,6.93,light snow
664,Kamenka,RU,51.3223,42.7678,54.48,33,84,3.85,broken clouds
665,Zharkent,KZ,44.1628,80.0,81.36,21,84,7.29,broken clouds
666,Murray Bridge,AU,-35.1167,139.2667,59.13,66,0,4.09,clear sky
667,Podor,MR,16.6527,-14.9587,105.06,8,72,6.76,broken clouds
668,Bethanien,NA,-26.502,17.1583,86.32,13,0,9.44,clear sky
669,Manado,ID,1.487,124.8455,81.37,89,40,2.3,scattered clouds
670,Charleville-Mezieres,FR,49.7667,4.7167,63.77,58,98,10.02,overcast clouds
671,Barranca,PE,-10.75,-77.7667,65.59,81,100,5.82,overcast clouds
672,Santa Maria,BR,-29.6842,-53.8069,56.5,94,100,9.22,moderate rain
673,Verkhnevilyuysk,RU,63.4453,120.3167,25.5,81,31,7.16,scattered clouds
674,Nokaneng,BW,-19.6667,22.2667,80.73,27,99,9.69,overcast clouds
675,Oranjemund,NA,-28.55,16.4333,84.13,24,0,5.7,clear sky
676,Seoul,KR,37.5683,126.9778,54.84,54,0,2.3,clear sky
677,Shrewsbury,GB,52.7101,-2.7521,60.67,77,75,4.61,broken clouds
678,Jijiga,ET,9.35,42.8,79.5,37,51,1.68,broken clouds
679,Isla Mujeres,MX,21.2311,-86.731,82.45,68,6,12.82,clear sky
680,Kaoma,ZM,-14.7833,24.8,76.23,41,3,8.72,clear sky
681,Manacapuru,BR,-3.2997,-60.6206,74.16,94,100,4.47,overcast clouds
682,Ayorou,NE,14.7308,0.9174,107.17,7,7,7.0,clear sky
683,Mildura,AU,-34.2,142.15,53.56,87,0,3.44,clear sky
